Dato;Time;Price
16.07.2016;17;23.36
16.07.2016;18;25.38
16.07.2016;19;30.30
16.07.2016;20;31.92
16.07.2016;21;30.61
16.07.2016;22;30.99
16.07.2016;23;32.16
16.07.2016;24;27.78
17.07.2016;1;24.53
17.07.2016;2;21.04
17.07.2016;3;21.03
17.07.2016;4;20.17
17.07.2016;5;19.57
17.07.2016;6;19.40
17.07.2016;7;19.01
17.07.2016;8;20.96
17.07.2016;9;21.13
17.07.2016;10;22.30
17.07.2016;11;20.77
17.07.2016;12;21.99
17.07.2016;13;21.03
17.07.2016;14;16.19
17.07.2016;15;13.06
17.07.2016;16;13.06
17.07.2016;17;13.02
17.07.2016;18;20.03
17.07.2016;19;22.40
17.07.2016;20;27.37
17.07.2016;21;28.07
17.07.2016;22;30.09
17.07.2016;23;30.57
17.07.2016;24;29.00
18.07.2016;1;26.03
18.07.2016;2;24.05
18.07.2016;3;23.31
18.07.2016;4;22.58
18.07.2016;5;23.02
18.07.2016;6;23.81
18.07.2016;7;28.82
18.07.2016;8;33.09
18.07.2016;9;35.39
18.07.2016;10;32.98
18.07.2016;11;30.53
18.07.2016;12;30.22
18.07.2016;13;27.17
18.07.2016;14;27.92
18.07.2016;15;26.40
18.07.2016;16;26.51
18.07.2016;17;26.76
18.07.2016;18;29.95
18.07.2016;19;33.00
18.07.2016;20;39.39
18.07.2016;21;40.00
18.07.2016;22;38.61
18.07.2016;23;35.90
18.07.2016;24;30.45
19.07.2016;1;27.59
19.07.2016;2;27.09
19.07.2016;3;26.41
19.07.2016;4;25.89
19.07.2016;5;25.61
19.07.2016;6;26.14
19.07.2016;7;31.00
19.07.2016;8;36.99
19.07.2016;9;40.01
19.07.2016;10;35.70
19.07.2016;11;32.99
19.07.2016;12;32.91
19.07.2016;13;31.38
19.07.2016;14;30.91
19.07.2016;15;30.08
19.07.2016;16;31.28
19.07.2016;17;32.40
19.07.2016;18;35.25
19.07.2016;19;39.91
19.07.2016;20;44.00
19.07.2016;21;37.03
19.07.2016;22;37.00
19.07.2016;23;32.92
19.07.2016;24;27.91
20.07.2016;1;28.01
20.07.2016;2;26.32
20.07.2016;3;25.10
20.07.2016;4;24.79
20.07.2016;5;24.83
20.07.2016;6;25.85
20.07.2016;7;29.35
20.07.2016;8;33.52
20.07.2016;9;36.79
20.07.2016;10;34.10
20.07.2016;11;32.39
20.07.2016;12;31.43
20.07.2016;13;28.02
20.07.2016;14;26.63
20.07.2016;15;25.93
20.07.2016;16;26.43
20.07.2016;17;28.08
20.07.2016;18;31.66
20.07.2016;19;33.30
20.07.2016;20;34.48
20.07.2016;21;33.41
20.07.2016;22;31.96
20.07.2016;23;28.94
20.07.2016;24;25.35
21.07.2016;1;26.43
21.07.2016;2;26.46
21.07.2016;3;25.90
21.07.2016;4;25.52
21.07.2016;5;25.55
21.07.2016;6;27.49
21.07.2016;7;32.84
21.07.2016;8;36.61
21.07.2016;9;39.16
21.07.2016;10;36.04
21.07.2016;11;37.02
21.07.2016;12;36.01
21.07.2016;13;35.04
21.07.2016;14;34.24
21.07.2016;15;32.94
21.07.2016;16;33.00
21.07.2016;17;33.31
21.07.2016;18;34.37
21.07.2016;19;34.76
21.07.2016;20;38.38
21.07.2016;21;35.95
21.07.2016;22;35.70
21.07.2016;23;32.92
21.07.2016;24;31.01
22.07.2016;1;29.26
22.07.2016;2;27.24
22.07.2016;3;27.10
22.07.2016;4;26.56
22.07.2016;5;26.50
22.07.2016;6;28.06
22.07.2016;7;32.36
22.07.2016;8;35.99
22.07.2016;9;36.81
22.07.2016;10;36.00
22.07.2016;11;35.16
22.07.2016;12;34.41
22.07.2016;13;32.15
22.07.2016;14;30.78
22.07.2016;15;30.68
22.07.2016;16;31.19
22.07.2016;17;31.62
22.07.2016;18;32.93
22.07.2016;19;34.91
22.07.2016;20;35.96
22.07.2016;21;33.26
22.07.2016;22;31.97
22.07.2016;23;31.96
22.07.2016;24;29.00
23.07.2016;1;31.80
23.07.2016;2;30.83
23.07.2016;3;29.10
23.07.2016;4;27.02
23.07.2016;5;25.77
23.07.2016;6;25.65
23.07.2016;7;26.22
23.07.2016;8;30.32
23.07.2016;9;31.96
23.07.2016;10;32.53
23.07.2016;11;32.26
23.07.2016;12;31.97
23.07.2016;13;29.02
23.07.2016;14;25.25
23.07.2016;15;24.52
23.07.2016;16;24.97
23.07.2016;17;27.72
23.07.2016;18;30.57
23.07.2016;19;31.86
23.07.2016;20;33.62
23.07.2016;21;32.90
23.07.2016;22;32.38
23.07.2016;23;32.14
23.07.2016;24;29.07
24.07.2016;1;30.11
24.07.2016;2;28.11
24.07.2016;3;25.99
24.07.2016;4;24.93
24.07.2016;5;24.25
24.07.2016;6;23.98
24.07.2016;7;23.92
24.07.2016;8;24.79
24.07.2016;9;25.67
24.07.2016;10;25.95
24.07.2016;11;24.87
24.07.2016;12;25.13
24.07.2016;13;23.47
24.07.2016;14;23.82
24.07.2016;15;23.30
24.07.2016;16;23.48
24.07.2016;17;24.76
24.07.2016;18;26.42
24.07.2016;19;29.91
24.07.2016;20;31.94
24.07.2016;21;32.95
24.07.2016;22;33.22
24.07.2016;23;35.93
24.07.2016;24;33.30
25.07.2016;1;29.80
25.07.2016;2;27.32
25.07.2016;3;26.32
25.07.2016;4;25.93
25.07.2016;5;25.92
25.07.2016;6;27.80
25.07.2016;7;35.00
25.07.2016;8;38.08
25.07.2016;9;39.52
25.07.2016;10;37.94
25.07.2016;11;36.47
25.07.2016;12;36.05
25.07.2016;13;33.64
25.07.2016;14;32.95
25.07.2016;15;32.35
25.07.2016;16;32.60
25.07.2016;17;33.32
25.07.2016;18;35.18
25.07.2016;19;35.99
25.07.2016;20;36.59
25.07.2016;21;36.47
25.07.2016;22;36.08
25.07.2016;23;35.47
25.07.2016;24;30.40
26.07.2016;1;27.98
26.07.2016;2;27.50
26.07.2016;3;26.38
26.07.2016;4;25.88
26.07.2016;5;25.91
26.07.2016;6;26.53
26.07.2016;7;30.97
26.07.2016;8;35.90
26.07.2016;9;39.16
26.07.2016;10;37.45
26.07.2016;11;36.46
26.07.2016;12;37.01
26.07.2016;13;33.13
26.07.2016;14;32.91
26.07.2016;15;31.80
26.07.2016;16;32.92
26.07.2016;17;32.26
26.07.2016;18;34.07
26.07.2016;19;37.13
26.07.2016;20;39.30
26.07.2016;21;37.28
26.07.2016;22;36.54
26.07.2016;23;35.81
26.07.2016;24;30.20
27.07.2016;1;28.12
27.07.2016;2;27.61
27.07.2016;3;26.53
27.07.2016;4;25.87
27.07.2016;5;26.00
27.07.2016;6;26.63
27.07.2016;7;31.53
27.07.2016;8;36.43
27.07.2016;9;39.11
27.07.2016;10;40.67
27.07.2016;11;40.92
27.07.2016;12;41.25
27.07.2016;13;37.09
27.07.2016;14;36.53
27.07.2016;15;33.19
27.07.2016;16;32.60
27.07.2016;17;32.70
27.07.2016;18;33.15
27.07.2016;19;35.97
27.07.2016;20;36.61
27.07.2016;21;36.37
27.07.2016;22;35.56
27.07.2016;23;34.04
27.07.2016;24;29.94
28.07.2016;1;26.90
28.07.2016;2;26.39
28.07.2016;3;25.80
28.07.2016;4;25.29
28.07.2016;5;25.26
28.07.2016;6;26.39
28.07.2016;7;29.92
28.07.2016;8;34.91
28.07.2016;9;36.94
28.07.2016;10;35.79
28.07.2016;11;33.93
28.07.2016;12;33.75
28.07.2016;13;33.81
28.07.2016;14;31.79
28.07.2016;15;30.97
28.07.2016;16;31.43
28.07.2016;17;31.43
28.07.2016;18;32.98
28.07.2016;19;34.97
28.07.2016;20;36.72
28.07.2016;21;35.50
28.07.2016;22;34.04
28.07.2016;23;33.93
28.07.2016;24;29.92
29.07.2016;1;28.21
29.07.2016;2;27.04
29.07.2016;3;26.03
29.07.2016;4;24.58
29.07.2016;5;24.84
29.07.2016;6;25.95
29.07.2016;7;29.68
29.07.2016;8;33.99
29.07.2016;9;36.13
29.07.2016;10;36.09
29.07.2016;11;33.75
29.07.2016;12;33.21
29.07.2016;13;31.67
29.07.2016;14;29.50
29.07.2016;15;27.94
29.07.2016;16;27.37
29.07.2016;17;28.09
29.07.2016;18;29.11
29.07.2016;19;31.50
29.07.2016;20;34.13
29.07.2016;21;32.98
29.07.2016;22;30.86
29.07.2016;23;29.81
29.07.2016;24;28.87
30.07.2016;1;31.07
30.07.2016;2;26.51
30.07.2016;3;25.59
30.07.2016;4;24.56
30.07.2016;5;24.17
30.07.2016;6;24.39
30.07.2016;7;24.72
30.07.2016;8;25.46
30.07.2016;9;26.74
30.07.2016;10;28.97
30.07.2016;11;28.38
30.07.2016;12;27.93
30.07.2016;13;26.33
30.07.2016;14;24.79
30.07.2016;15;23.99
30.07.2016;16;24.04
30.07.2016;17;25.04
30.07.2016;18;26.10
30.07.2016;19;30.51
30.07.2016;20;31.92
30.07.2016;21;32.55
30.07.2016;22;32.09
30.07.2016;23;36.02
30.07.2016;24;32.96
31.07.2016;1;28.08
31.07.2016;2;25.36
31.07.2016;3;23.80
31.07.2016;4;22.56
31.07.2016;5;22.14
31.07.2016;6;21.65
31.07.2016;7;20.98
31.07.2016;8;21.99
31.07.2016;9;23.80
31.07.2016;10;25.12
31.07.2016;11;25.28
31.07.2016;12;26.77
31.07.2016;13;26.34
31.07.2016;14;25.56
31.07.2016;15;24.35
31.07.2016;16;23.32
31.07.2016;17;22.78
31.07.2016;18;25.25
31.07.2016;19;25.09
31.07.2016;20;28.23
31.07.2016;21;28.92
31.07.2016;22;30.19
31.07.2016;23;31.39
31.07.2016;24;27.78
01.08.2016;1;24.91
01.08.2016;2;23.79
01.08.2016;3;22.55
01.08.2016;4;22.14
01.08.2016;5;22.42
01.08.2016;6;23.93
01.08.2016;7;29.06
01.08.2016;8;32.17
01.08.2016;9;35.00
01.08.2016;10;33.21
01.08.2016;11;30.13
01.08.2016;12;29.80
01.08.2016;13;27.92
01.08.2016;14;25.93
01.08.2016;15;27.03
01.08.2016;16;27.01
01.08.2016;17;28.48
01.08.2016;18;32.05
01.08.2016;19;35.97
01.08.2016;20;37.15
01.08.2016;21;38.33
01.08.2016;22;36.95
01.08.2016;23;35.99
01.08.2016;24;31.63
02.08.2016;1;27.56
02.08.2016;2;25.79
02.08.2016;3;25.35
02.08.2016;4;24.70
02.08.2016;5;24.27
02.08.2016;6;25.90
02.08.2016;7;30.43
02.08.2016;8;34.87
02.08.2016;9;36.87
02.08.2016;10;36.92
02.08.2016;11;36.97
02.08.2016;12;38.09
02.08.2016;13;37.83
02.08.2016;14;36.85
02.08.2016;15;35.98
02.08.2016;16;35.73
02.08.2016;17;34.92
02.08.2016;18;35.94
02.08.2016;19;35.92
02.08.2016;20;34.95
02.08.2016;21;32.83
02.08.2016;22;32.40
02.08.2016;23;31.19
02.08.2016;24;28.98
03.08.2016;1;26.03
03.08.2016;2;24.53
03.08.2016;3;23.74
03.08.2016;4;22.69
03.08.2016;5;22.48
03.08.2016;6;23.66
03.08.2016;7;27.06
03.08.2016;8;31.82
03.08.2016;9;33.95
03.08.2016;10;34.97
03.08.2016;11;35.02
03.08.2016;12;34.95
03.08.2016;13;33.57
03.08.2016;14;30.04
03.08.2016;15;28.13
03.08.2016;16;28.38
03.08.2016;17;28.45
03.08.2016;18;29.95
03.08.2016;19;32.52
03.08.2016;20;33.00
03.08.2016;21;31.25
03.08.2016;22;30.33
03.08.2016;23;28.99
03.08.2016;24;26.91
04.08.2016;1;23.55
04.08.2016;2;22.43
04.08.2016;3;20.05
04.08.2016;4;19.42
04.08.2016;5;19.83
04.08.2016;6;22.42
04.08.2016;7;25.49
04.08.2016;8;30.01
04.08.2016;9;33.05
04.08.2016;10;32.03
04.08.2016;11;29.01
04.08.2016;12;27.98
04.08.2016;13;25.45
04.08.2016;14;23.58
04.08.2016;15;23.97
04.08.2016;16;27.02
04.08.2016;17;29.29
04.08.2016;18;32.98
04.08.2016;19;34.58
04.08.2016;20;34.90
04.08.2016;21;34.58
04.08.2016;22;34.46
04.08.2016;23;33.91
04.08.2016;24;29.37
05.08.2016;1;28.13
05.08.2016;2;26.83
05.08.2016;3;25.12
05.08.2016;4;23.95
05.08.2016;5;24.07
05.08.2016;6;26.24
05.08.2016;7;30.45
05.08.2016;8;34.01
05.08.2016;9;37.19
05.08.2016;10;38.69
05.08.2016;11;38.54
05.08.2016;12;38.00
05.08.2016;13;36.00
05.08.2016;14;33.96
05.08.2016;15;31.39
05.08.2016;16;28.23
05.08.2016;17;28.46
05.08.2016;18;31.29
05.08.2016;19;33.89
05.08.2016;20;34.40
05.08.2016;21;34.15
05.08.2016;22;33.02
05.08.2016;23;32.30
05.08.2016;24;28.84
06.08.2016;1;29.58
06.08.2016;2;26.68
06.08.2016;3;25.34
06.08.2016;4;23.77
06.08.2016;5;22.40
06.08.2016;6;22.01
06.08.2016;7;22.97
06.08.2016;8;25.02
06.08.2016;9;26.36
06.08.2016;10;26.47
06.08.2016;11;24.94
06.08.2016;12;23.71
06.08.2016;13;22.07
06.08.2016;14;19.81
06.08.2016;15;18.38
06.08.2016;16;17.83
06.08.2016;17;17.18
06.08.2016;18;22.03
06.08.2016;19;26.32
06.08.2016;20;28.96
06.08.2016;21;28.92
06.08.2016;22;30.32
06.08.2016;23;30.44
06.08.2016;24;28.12
07.08.2016;1;24.60
07.08.2016;2;20.05
07.08.2016;3;17.99
07.08.2016;4;12.86
07.08.2016;5;12.38
07.08.2016;6;12.35
07.08.2016;7;12.51
07.08.2016;8;11.93
07.08.2016;9;12.25
07.08.2016;10;12.79
07.08.2016;11;9.95
07.08.2016;12;8.83
07.08.2016;13;5.93
07.08.2016;14;0.02
07.08.2016;15;0.04
07.08.2016;16;2.35
07.08.2016;17;5.67
07.08.2016;18;12.84
07.08.2016;19;24.70
07.08.2016;20;27.77
07.08.2016;21;30.48
07.08.2016;22;32.37
07.08.2016;23;32.65
07.08.2016;24;26.33
08.08.2016;1;20.62
08.08.2016;2;16.44
08.08.2016;3;12.91
08.08.2016;4;8.16
08.08.2016;5;8.12
08.08.2016;6;8.94
08.08.2016;7;17.85
08.08.2016;8;23.71
08.08.2016;9;26.29
08.08.2016;10;24.02
08.08.2016;11;20.26
08.08.2016;12;18.73
08.08.2016;13;14.28
08.08.2016;14;13.41
08.08.2016;15;12.89
08.08.2016;16;17.92
08.08.2016;17;20.82
08.08.2016;18;26.52
08.08.2016;19;31.29
08.08.2016;20;34.39
08.08.2016;21;33.23
08.08.2016;22;34.00
08.08.2016;23;33.93
08.08.2016;24;31.75
09.08.2016;1;23.88
09.08.2016;2;23.06
09.08.2016;3;22.60
09.08.2016;4;20.32
09.08.2016;5;19.94
09.08.2016;6;22.97
09.08.2016;7;28.33
09.08.2016;8;32.86
09.08.2016;9;34.83
09.08.2016;10;35.03
09.08.2016;11;34.60
09.08.2016;12;34.26
09.08.2016;13;33.60
09.08.2016;14;32.78
09.08.2016;15;30.22
09.08.2016;16;27.84
09.08.2016;17;25.97
09.08.2016;18;28.12
09.08.2016;19;30.35
09.08.2016;20;32.02
09.08.2016;21;30.91
09.08.2016;22;30.47
09.08.2016;23;29.10
09.08.2016;24;26.45
10.08.2016;1;23.35
10.08.2016;2;23.11
10.08.2016;3;22.00
10.08.2016;4;19.99
10.08.2016;5;20.19
10.08.2016;6;23.18
10.08.2016;7;27.59
10.08.2016;8;32.21
10.08.2016;9;33.95
10.08.2016;10;33.50
10.08.2016;11;32.01
10.08.2016;12;31.87
10.08.2016;13;29.66
10.08.2016;14;26.91
10.08.2016;15;25.43
10.08.2016;16;24.51
10.08.2016;17;24.31
10.08.2016;18;27.33
10.08.2016;19;31.48
10.08.2016;20;33.68
10.08.2016;21;33.72
10.08.2016;22;33.93
10.08.2016;23;32.93
10.08.2016;24;28.65
11.08.2016;1;24.23
11.08.2016;2;23.01
11.08.2016;3;22.72
11.08.2016;4;20.49
11.08.2016;5;21.48
11.08.2016;6;22.77
11.08.2016;7;27.97
11.08.2016;8;34.09
11.08.2016;9;35.67
11.08.2016;10;33.07
11.08.2016;11;30.86
11.08.2016;12;30.48
11.08.2016;13;28.57
11.08.2016;14;27.17
11.08.2016;15;24.99
11.08.2016;16;25.62
11.08.2016;17;25.69
11.08.2016;18;31.40
11.08.2016;19;34.37
11.08.2016;20;34.95
11.08.2016;21;35.11
11.08.2016;22;34.82
11.08.2016;23;33.87
11.08.2016;24;28.82
12.08.2016;1;24.07
12.08.2016;2;22.97
12.08.2016;3;21.05
12.08.2016;4;19.90
12.08.2016;5;20.05
12.08.2016;6;22.98
12.08.2016;7;27.93
12.08.2016;8;32.55
12.08.2016;9;33.80
12.08.2016;10;34.04
12.08.2016;11;34.91
12.08.2016;12;35.25
12.08.2016;13;34.95
12.08.2016;14;32.10
12.08.2016;15;29.50
12.08.2016;16;27.12
12.08.2016;17;24.20
12.08.2016;18;26.90
12.08.2016;19;28.09
12.08.2016;20;29.06
12.08.2016;21;29.13
12.08.2016;22;28.99
12.08.2016;23;28.34
12.08.2016;24;24.70
13.08.2016;1;21.70
13.08.2016;2;19.97
13.08.2016;3;18.09
13.08.2016;4;16.89
13.08.2016;5;16.10
13.08.2016;6;14.46
13.08.2016;7;16.08
13.08.2016;8;18.05
13.08.2016;9;20.06
13.08.2016;10;20.06
13.08.2016;11;18.06
13.08.2016;12;15.85
13.08.2016;13;13.64
13.08.2016;14;9.07
13.08.2016;15;9.11
13.08.2016;16;10.54
13.08.2016;17;12.52
13.08.2016;18;18.77
13.08.2016;19;24.72
13.08.2016;20;26.88
13.08.2016;21;27.70
13.08.2016;22;29.08
13.08.2016;23;28.31
13.08.2016;24;25.73
14.08.2016;1;23.44
14.08.2016;2;21.18
14.08.2016;3;19.61
14.08.2016;4;19.03
14.08.2016;5;18.05
14.08.2016;6;18.08
14.08.2016;7;18.06
14.08.2016;8;19.14
14.08.2016;9;19.90
14.08.2016;10;18.99
14.08.2016;11;19.74
14.08.2016;12;20.46
14.08.2016;13;19.10
14.08.2016;14;17.41
14.08.2016;15;15.99
14.08.2016;16;16.57
14.08.2016;17;16.89
14.08.2016;18;20.13
14.08.2016;19;26.75
14.08.2016;20;29.57
14.08.2016;21;31.56
14.08.2016;22;32.30
14.08.2016;23;31.56
14.08.2016;24;28.50
15.08.2016;1;25.15
15.08.2016;2;22.94
15.08.2016;3;21.61
15.08.2016;4;21.01
15.08.2016;5;21.50
15.08.2016;6;23.29
15.08.2016;7;27.21
15.08.2016;8;30.82
15.08.2016;9;32.00
15.08.2016;10;30.59
15.08.2016;11;28.65
15.08.2016;12;28.32
15.08.2016;13;27.02
15.08.2016;14;25.00
15.08.2016;15;23.90
15.08.2016;16;24.10
15.08.2016;17;25.54
15.08.2016;18;30.62
15.08.2016;19;33.98
15.08.2016;20;35.88
15.08.2016;21;34.32
15.08.2016;22;34.47
15.08.2016;23;33.22
15.08.2016;24;30.42
16.08.2016;1;26.26
16.08.2016;2;23.99
16.08.2016;3;22.94
16.08.2016;4;22.03
16.08.2016;5;22.10
16.08.2016;6;24.10
16.08.2016;7;28.71
16.08.2016;8;33.63
16.08.2016;9;34.14
16.08.2016;10;33.90
16.08.2016;11;31.73
16.08.2016;12;30.13
16.08.2016;13;29.09
16.08.2016;14;28.93
16.08.2016;15;28.94
16.08.2016;16;29.29
16.08.2016;17;30.58
16.08.2016;18;33.12
16.08.2016;19;34.33
16.08.2016;20;35.79
16.08.2016;21;34.81
16.08.2016;22;34.36
16.08.2016;23;31.25
16.08.2016;24;27.74
17.08.2016;1;25.03
17.08.2016;2;24.01
17.08.2016;3;23.51
17.08.2016;4;21.90
17.08.2016;5;22.56
17.08.2016;6;25.05
17.08.2016;7;29.74
17.08.2016;8;34.75
17.08.2016;9;36.10
17.08.2016;10;33.00
17.08.2016;11;28.54
17.08.2016;12;28.03
17.08.2016;13;27.79
17.08.2016;14;27.72
17.08.2016;15;27.05
17.08.2016;16;28.41
17.08.2016;17;30.47
17.08.2016;18;35.08
17.08.2016;19;35.67
17.08.2016;20;37.07
17.08.2016;21;36.45
17.08.2016;22;35.48
17.08.2016;23;32.42
17.08.2016;24;28.82
18.08.2016;1;25.16
18.08.2016;2;24.12
18.08.2016;3;23.34
18.08.2016;4;21.83
18.08.2016;5;22.49
18.08.2016;6;25.05
18.08.2016;7;30.26
18.08.2016;8;33.79
18.08.2016;9;35.67
18.08.2016;10;35.33
18.08.2016;11;33.38
18.08.2016;12;30.84
18.08.2016;13;29.15
18.08.2016;14;29.44
18.08.2016;15;29.08
18.08.2016;16;29.51
18.08.2016;17;32.78
18.08.2016;18;35.01
18.08.2016;19;36.05
18.08.2016;20;37.34
18.08.2016;21;36.85
18.08.2016;22;36.01
18.08.2016;23;32.74
18.08.2016;24;28.92
19.08.2016;1;27.71
19.08.2016;2;26.62
19.08.2016;3;25.00
19.08.2016;4;23.91
19.08.2016;5;24.96
19.08.2016;6;26.08
19.08.2016;7;32.25
19.08.2016;8;36.25
19.08.2016;9;37.27
19.08.2016;10;36.45
19.08.2016;11;34.48
19.08.2016;12;31.56
19.08.2016;13;26.95
19.08.2016;14;26.01
19.08.2016;15;25.78
19.08.2016;16;27.48
19.08.2016;17;31.76
19.08.2016;18;34.09
19.08.2016;19;36.09
19.08.2016;20;36.46
19.08.2016;21;34.99
19.08.2016;22;34.32
19.08.2016;23;32.22
19.08.2016;24;28.87
20.08.2016;1;26.54
20.08.2016;2;25.04
20.08.2016;3;23.31
20.08.2016;4;22.81
20.08.2016;5;22.32
20.08.2016;6;22.02
20.08.2016;7;22.44
20.08.2016;8;23.08
20.08.2016;9;26.94
20.08.2016;10;29.03
20.08.2016;11;25.79
20.08.2016;12;24.22
20.08.2016;13;23.12
20.08.2016;14;22.09
20.08.2016;15;21.71
20.08.2016;16;22.00
20.08.2016;17;20.95
20.08.2016;18;22.73
20.08.2016;19;26.99
20.08.2016;20;29.34
20.08.2016;21;30.00
20.08.2016;22;30.38
20.08.2016;23;29.11
20.08.2016;24;25.03
21.08.2016;1;18.51
21.08.2016;2;15.01
21.08.2016;3;12.13
21.08.2016;4;9.72
21.08.2016;5;9.83
21.08.2016;6;9.74
21.08.2016;7;9.62
21.08.2016;8;9.13
21.08.2016;9;11.34
21.08.2016;10;11.55
21.08.2016;11;11.59
21.08.2016;12;11.60
21.08.2016;13;11.45
21.08.2016;14;9.09
21.08.2016;15;7.19
21.08.2016;16;7.88
21.08.2016;17;8.94
21.08.2016;18;10.86
21.08.2016;19;22.04
21.08.2016;20;28.13
21.08.2016;21;30.74
21.08.2016;22;31.90
21.08.2016;23;30.59
21.08.2016;24;23.54
22.08.2016;1;20.68
22.08.2016;2;19.04
22.08.2016;3;18.78
22.08.2016;4;17.50
22.08.2016;5;18.07
22.08.2016;6;20.81
22.08.2016;7;26.82
22.08.2016;8;31.42
22.08.2016;9;34.41
22.08.2016;10;35.00
22.08.2016;11;31.66
22.08.2016;12;29.06
22.08.2016;13;27.25
22.08.2016;14;27.19
22.08.2016;15;27.30
22.08.2016;16;27.81
22.08.2016;17;28.49
22.08.2016;18;32.90
22.08.2016;19;36.59
22.08.2016;20;37.71
22.08.2016;21;37.64
22.08.2016;22;35.02
22.08.2016;23;30.99
22.08.2016;24;27.92
23.08.2016;1;23.68
23.08.2016;2;22.35
23.08.2016;3;21.62
23.08.2016;4;20.29
23.08.2016;5;22.01
23.08.2016;6;23.52
23.08.2016;7;30.56
23.08.2016;8;35.24
23.08.2016;9;37.31
23.08.2016;10;37.95
23.08.2016;11;34.94
23.08.2016;12;32.36
23.08.2016;13;28.78
23.08.2016;14;28.07
23.08.2016;15;27.95
23.08.2016;16;30.20
23.08.2016;17;34.63
23.08.2016;18;37.96
23.08.2016;19;40.20
23.08.2016;20;41.60
23.08.2016;21;42.00
23.08.2016;22;38.92
23.08.2016;23;33.38
23.08.2016;24;27.57
24.08.2016;1;26.19
24.08.2016;2;23.90
24.08.2016;3;22.82
24.08.2016;4;22.24
24.08.2016;5;22.25
24.08.2016;6;24.23
24.08.2016;7;30.85
24.08.2016;8;34.90
24.08.2016;9;36.02
24.08.2016;10;34.93
24.08.2016;11;29.96
24.08.2016;12;27.56
24.08.2016;13;26.83
24.08.2016;14;26.24
24.08.2016;15;26.00
24.08.2016;16;30.48
24.08.2016;17;32.97
24.08.2016;18;34.95
24.08.2016;19;37.69
24.08.2016;20;38.44
24.08.2016;21;37.99
24.08.2016;22;34.01
24.08.2016;23;28.61
24.08.2016;24;24.49
25.08.2016;1;21.96
25.08.2016;2;21.86
25.08.2016;3;20.97
25.08.2016;4;21.16
25.08.2016;5;21.45
25.08.2016;6;23.30
25.08.2016;7;30.33
25.08.2016;8;34.20
25.08.2016;9;35.70
25.08.2016;10;34.91
25.08.2016;11;29.26
25.08.2016;12;27.78
25.08.2016;13;26.81
25.08.2016;14;25.42
25.08.2016;15;24.98
25.08.2016;16;27.26
25.08.2016;17;30.17
25.08.2016;18;34.00
25.08.2016;19;36.65
25.08.2016;20;38.78
25.08.2016;21;37.96
25.08.2016;22;34.16
25.08.2016;23;27.98
25.08.2016;24;24.26
26.08.2016;1;22.10
26.08.2016;2;20.34
26.08.2016;3;20.31
26.08.2016;4;20.23
26.08.2016;5;21.25
26.08.2016;6;23.10
26.08.2016;7;29.00
26.08.2016;8;34.47
26.08.2016;9;35.90
26.08.2016;10;34.92
26.08.2016;11;32.55
26.08.2016;12;28.87
26.08.2016;13;26.67
26.08.2016;14;25.13
26.08.2016;15;24.49
26.08.2016;16;26.68
26.08.2016;17;29.73
26.08.2016;18;34.92
26.08.2016;19;38.45
26.08.2016;20;41.99
26.08.2016;21;39.01
26.08.2016;22;37.06
26.08.2016;23;32.09
26.08.2016;24;27.22
27.08.2016;1;25.93
27.08.2016;2;24.05
27.08.2016;3;23.00
27.08.2016;4;23.07
27.08.2016;5;23.28
27.08.2016;6;23.18
27.08.2016;7;25.28
27.08.2016;8;26.84
27.08.2016;9;29.50
27.08.2016;10;29.56
27.08.2016;11;25.14
27.08.2016;12;23.02
27.08.2016;13;21.93
27.08.2016;14;20.03
27.08.2016;15;19.96
27.08.2016;16;20.76
27.08.2016;17;23.03
27.08.2016;18;28.41
27.08.2016;19;34.94
27.08.2016;20;35.36
27.08.2016;21;34.95
27.08.2016;22;33.61
27.08.2016;23;29.92
27.08.2016;24;24.73
28.08.2016;1;23.14
28.08.2016;2;20.98
28.08.2016;3;21.01
28.08.2016;4;21.29
28.08.2016;5;19.85
28.08.2016;6;19.83
28.08.2016;7;20.48
28.08.2016;8;20.18
28.08.2016;9;22.07
28.08.2016;10;23.19
28.08.2016;11;20.07
28.08.2016;12;20.09
28.08.2016;13;13.38
28.08.2016;14;10.05
28.08.2016;15;8.99
28.08.2016;16;13.51
28.08.2016;17;18.15
28.08.2016;18;22.26
28.08.2016;19;29.01
28.08.2016;20;32.95
28.08.2016;21;33.92
28.08.2016;22;33.25
28.08.2016;23;29.97
28.08.2016;24;23.30
29.08.2016;1;22.16
29.08.2016;2;23.02
29.08.2016;3;22.09
29.08.2016;4;22.09
29.08.2016;5;22.61
29.08.2016;6;24.52
29.08.2016;7;34.95
29.08.2016;8;40.26
29.08.2016;9;41.69
29.08.2016;10;35.32
29.08.2016;11;30.98
29.08.2016;12;28.96
29.08.2016;13;26.33
29.08.2016;14;24.95
29.08.2016;15;22.98
29.08.2016;16;23.02
29.08.2016;17;22.99
29.08.2016;18;30.00
29.08.2016;19;34.01
29.08.2016;20;36.64
29.08.2016;21;37.55
29.08.2016;22;34.09
29.08.2016;23;29.29
29.08.2016;24;24.19
30.08.2016;1;24.85
30.08.2016;2;24.15
30.08.2016;3;23.74
30.08.2016;4;23.35
30.08.2016;5;22.74
30.08.2016;6;24.14
30.08.2016;7;32.65
30.08.2016;8;40.59
30.08.2016;9;43.82
30.08.2016;10;38.03
30.08.2016;11;32.00
30.08.2016;12;30.06
